PID_Absolute	PID_Increment
0					0
4.99998					4.99998
4.99985					4.99985
4.8746					4.8746
4.75048					4.75048
4.63061					4.63061
4.51491					4.51491
4.40325					4.40325
4.29547					4.29547
4.19145					4.19145
4.09104					4.09104
3.99412					3.99412
3.90056					3.90056
3.81025					3.81025
3.72307					3.72307
3.63891					3.63891
3.55766					3.55766
3.47922					3.47922
3.40348					3.40348
3.33035					3.33035
3.25974					3.25974
3.19156					3.19156
3.12572					3.12572
3.06213					3.06213
3.00072					3.00072
2.94141					2.94141
2.88413					2.88413
2.82879					2.82879
2.77533					2.77533
2.72369					2.72369
2.6738					2.6738
2.62559					2.62559
2.57901					2.57901
2.534					2.534
2.4905					2.4905
2.44845					2.44845
2.4078					2.4078
2.36851					2.36851
2.33052					2.33052
2.29379					2.29379
2.25828					2.25828
2.22393					2.22393
2.1907					2.1907
2.15856					2.15856
2.12747					2.12747
2.09738					2.09738
2.06826					2.06826
2.04008					2.04008
2.0128					2.0128
1.98638					1.98638
1.96081					1.96081
1.93604					1.93604
1.91205					1.91205
1.8888					1.8888
1.86627					1.86627
1.84444					1.84444
1.82328					1.82328
1.80276					1.80276
1.78286					1.78286
1.76356					1.76356
1.74483					1.74483
1.72665					1.72665
1.70901					1.70901
1.69188					1.69188
1.67525					1.67525
1.65908					1.65908
1.64338					1.64338
1.62812					1.62812
1.61328					1.61328
1.59884					1.59884
1.5848					1.5848
1.57114					1.57114
1.55783					1.55783
1.54488					1.54488
1.53226					1.53226
1.51997					1.51997
1.50798					1.50798
1.49629					1.49629
1.48489					1.48489
1.47377					1.47377
1.4629					1.4629
1.4523					1.4523
1.44193					1.44193
1.4318					1.4318
1.4219					1.4219
1.41221					1.41221
1.40273					1.40273
1.39344					1.39344
1.38435					1.38435
1.37544					1.37544
1.36671					1.36671
1.35815					1.35815
1.34974					1.34974
1.34149					1.34149
1.33339					1.33339
1.32543					1.32543
1.31761					1.31761
1.30992					1.30992
1.30235					1.30235
1.2949					1.2949
1.28756					1.28756
1.28034					1.28034
1.27321					1.27321
1.26619					1.26619
1.25926					1.25926
1.25242					1.25242
1.24567					1.24567
1.239					1.239
1.23241					1.23241
1.22589					1.22589
1.21944					1.21944
1.21306					1.21306
1.20675					1.20675
1.20049					1.20049
1.1943					1.1943
1.18816					1.18816
1.18207					1.18207
1.17603					1.17603
1.17003					1.17003
1.16408					1.16408
1.15817					1.15817
1.1523					1.1523
1.14647					1.14647
1.14067					1.14067
1.1349					1.1349
1.12917					1.12917
1.12346					1.12346
1.11778					1.11778
1.11212					1.11212
1.10649					1.10649
1.10087					1.10087
1.09528					1.09528
1.0897					1.0897
1.08414					1.08414
1.0786					1.0786
1.07307					1.07307
1.06755					1.06755
1.06204					1.06204
1.05654					1.05654
1.05105					1.05105
1.04557					1.04557
1.04009					1.04009
1.03462					1.03462
1.02915					1.02915
1.02368					1.02368
1.01822					1.01822
1.01276					1.01276
1.0073					1.0073
1.00184					1.00184
0.996374					0.996374
0.990909					0.990909
0.985441					0.985441
0.97997					0.97997
0.974495					0.974495
0.969015					0.969015
0.963529					0.963529
0.958038					0.958038
0.95254					0.95254
0.947035					0.947035
0.941522					0.941522
0.936001					0.936001
0.930472					0.930472
0.924934					0.924934
0.919386					0.919386
0.913829					0.913829
0.908261					0.908261
0.902683					0.902683
0.897094					0.897094
0.891493					0.891493
0.885881					0.885881
0.880258					0.880258
0.874622					0.874622
0.868973					0.868973
0.863313					0.863313
0.857639					0.857639
0.851952					0.851952
0.846251					0.846251
0.840538					0.840538
0.83481					0.83481
0.829069					0.829069
0.823313					0.823313
0.817543					0.817543
0.811759					0.811759
0.805961					0.805961
0.800148					0.800148
0.79432					0.79432
0.788478					0.788478
0.78262					0.78262
0.776748					0.776748
0.77086					0.77086
0.764957					0.764957
0.75904					0.75904
0.753107					0.753107
0.747158					0.747158
0.741195					0.741195
0.735216					0.735216
0.729222					0.729222
0.723212					0.723212
0.717187					0.717187
0.711147					0.711147
0.705091					0.705091
0.69902					0.69902
0.692933					0.692933
0.686831					0.686831
0.680714					0.680714
0.674581					0.674581
0.668434					0.668434
0.662271					0.662271
0.656093					0.656093
0.649899					0.649899
0.643691					0.643691
0.637468					0.637468
0.631229					0.631229
0.624976					0.624976
0.618708					0.618708
0.612425					0.612425
0.606128					0.606128
0.599815					0.599815
0.593489					0.593489
0.587148					0.587148
0.580792					0.580792
0.574422					0.574422
0.568039					0.568039
0.561641					0.561641
0.555229					0.555229
0.548803					0.548803
0.542363					0.542363
0.53591					0.53591
0.529443					0.529443
0.522962					0.522962
0.516469					0.516469
0.509962					0.509962
0.503442					0.503442
0.496908					0.496908
0.490363					0.490363
0.483804					0.483804
0.477232					0.477232
0.470649					0.470649
0.464052					0.464052
0.457444					0.457444
0.450823					0.450823
0.444191					0.444191
0.437546					0.437546
0.43089					0.43089
0.424222					0.424222
0.417543					0.417543
0.410852					0.410852
0.404151					0.404151
0.397438					0.397438
0.390714					0.390714
0.38398					0.38398
0.377235					0.377235
0.37048					0.37048
0.363714					0.363714
0.356938					0.356938
0.350153					0.350153
0.343357					0.343357
0.336552					0.336552
0.329737					0.329737
0.322912					0.322912
0.316079					0.316079
0.309236					0.309236
0.302385					0.302385
0.295524					0.295524
0.288656					0.288656
0.281778					0.281778
0.274893					0.274893
